0	18.297212	1.328928
1	18.082332	2.684916
2	16.550138	2.479252
3	17.804423	0.601140
4	16.733080	2.587974
5	17.718667	0.001065
6	18.341458	4.857868
7	18.564866	4.727549
8	18.193011	6.185189
9	18.479027	2.823899
10	18.509521	5.042567
11	18.240975	0.628799
12	17.917366	4.126145
13	18.191194	2.889502
14	18.361040	2.040314
15	15.847868	5.192094
16	18.407297	4.472343
17	16.173551	1.677893
18	18.598259	6.192249
19	18.461016	3.782876
20	18.417906	5.526858
21	16.320401	3.575538
22	18.626530	4.090931
23	18.538802	3.511029
24	17.574806	6.059706
25	16.205536	0.237478
26	18.560923	1.296096
27	18.650551	0.198130
28	17.960599	1.804611
29	18.484340	0.079540
30	15.531236	5.236006
31	17.504810	1.327331
32	18.220629	1.128005
33	18.657591	6.269113
34	18.585150	4.225807
35	17.605486	3.464792
36	18.716666	5.955504
37	17.599870	4.572930
38	17.985439	5.903922
39	15.932451	6.244531
40	17.998845	4.811473
41	18.669913	1.829849
42	17.804897	3.149087
43	16.752866	4.230772
44	17.568445	5.947129
45	17.456226	1.999688
46	17.826191	1.210549
47	18.723907	1.149034
48	17.604750	0.804335
49	18.702127	0.254025
50	17.352926	2.563487
51	18.611916	1.156511
52	17.792893	1.322692
53	13.178094	6.188634
54	18.716036	1.744484
55	16.782319	0.746697
56	18.242035	5.571402
57	17.748143	1.972713
58	18.663805	3.335609
59	18.521119	2.704006
60	16.765951	3.105382
61	16.443395	4.919522
62	18.109520	3.587188
63	17.975777	3.420983
64	16.642631	5.300853
65	18.313334	0.483666
66	15.406362	1.245687
67	17.264223	4.066842
68	18.291338	3.225968
69	15.379017	0.682236
70	18.127711	1.820526
71	17.324016	2.640915
72	16.718986	1.216509
73	18.620455	5.818043
74	18.454950	4.432479
75	18.037963	4.785431
76	14.400353	4.218606
77	17.332594	0.702254
78	17.913900	1.993832
79	18.341467	4.752738
80	18.437076	2.317725
81	12.472594	2.159423
82	18.271871	0.794259
83	18.117281	5.528588
84	16.198792	6.198580
85	17.328958	5.233212
86	16.520033	5.244580
87	18.289022	4.530592
88	17.135610	3.243881
89	16.447025	4.035403
90	18.226798	4.782199
91	18.667148	2.929841
92	17.210744	0.417868
93	18.613463	1.581055
94	14.153203	3.947721
95	17.850098	4.035732
96	16.911799	3.733542
97	17.993865	5.317293
98	17.631302	1.724673
99	18.444369	0.808561
100	17.444277	2.995590
101	14.998777	5.756910
102	18.535252	5.038585
103	18.232452	5.182599
104	17.122705	1.162145
105	16.868079	5.015421
106	18.710696	3.124731
107	15.323228	4.271484
108	18.471161	1.233688
109	17.766009	0.938134
110	17.689431	5.015895
111	14.823915	3.056449
112	18.545703	4.710796
113	17.535231	2.961885
114	18.632290	4.693883
115	18.394949	0.145742
116	17.528798	4.876433
117	17.198853	2.238454
118	17.488801	4.501477
119	18.721901	2.861079
120	18.383146	6.271855
