0	936
0	1317
0	3859
0	4463
0	6444
0	6891
0	7350
0	8461
0	12173
0	12314
0	13052
0	13602
0	13663
0	15949
0	16195
0	16621
0	17333
0	19758
1	9547
1	12625
1	13462
2	507
2	8872
2	10072
2	14591
3	3591
3	6603
4	459
4	1874
4	3973
4	4009
4	5315
4	13087
4	16704
4	18200
4	19150
5	1978
5	2758
5	2914
5	3064
5	6774
5	7350
5	7744
5	7995
5	9998
5	14032
5	16095
5	16651
5	17931
6	12702
6	17108
7	710
7	1609
7	14821
8	541
8	1129
8	1614
8	3375
8	4218
8	4891
8	6254
8	7338
8	8509
8	9543
8	9931
8	11935
8	14576
8	15224
8	18130
8	18156
8	18369
9	6402
9	6573
9	7350
9	10672
9	17934
10	5344
10	6121
10	7025
10	15611
10	16177
10	16584
10	18721
11	201
11	13786
11	18193
11	18651
12	105
12	10741
12	13199
12	14166
12	17823
13	1609
13	9014
13	10459
13	12066
13	15957
13	19335
14	425
14	9944
14	12051
14	13323
14	14129
14	14403
15	2864
15	8555
15	14754
16	568
16	2984
16	9252
16	17377
16	17445
16	18469
17	335
17	348
17	598
17	601
17	1158
17	2034
17	3859
17	4136
17	4463
17	5556
17	6867
17	7350
17	7357
17	7394
17	7845
17	8340
17	9739
17	10403
17	10412
17	11530
17	13602
17	14346
17	14529
17	14713
17	16060
17	16195
17	17310
17	17385
17	18310
18	540
18	1560
18	2574
18	3092
18	4143
18	5551
18	7350
18	7905
18	8345
18	10752
18	12263
18	12910
18	14731
18	15107
18	15671
18	15721
18	17346
18	18369
18	19928
19	95
19	4083
19	4962
19	5947
19	6288
19	9888
19	14313
19	15621
19	19861
20	371
20	1997
20	10790
20	12849
20	13364
21	9393
21	11941
22	9726
22	18555
23	4792
23	10536
23	17009
24	19280
25	1427
25	7350
25	16873
25	18996
26	413
26	1588
26	3729
26	4962
26	7209
26	8643
26	13003
26	18895
26	19861
27	2000
27	4513
28	2038
28	2306
28	6620
28	11823
28	13649
28	14252
28	15826
29	1102
29	1803
29	3016
29	3766
29	6155
29	7127
29	9431
29	14459
29	19265
30	3859
30	4463
30	8005
30	8696
30	9180
30	10390
30	13602
30	14529
30	14713
30	16060
30	17433
31	1255
31	3698
31	4516
31	4600
31	4797
31	5162
31	6717
31	6948
31	7578
31	8711
31	13589
31	13786
31	14848
31	16680
31	17529
31	18637
32	3574
32	4804
32	7573
32	8545
32	14360
32	18292
32	18743
33	6016
33	10099
33	15135
33	16944
33	19788
34	394
34	4169
34	4865
34	7522
34	13351
34	15854
35	7606
35	9708
35	13728
35	14426
36	287
36	2463
36	13999
36	15425
36	19353
37	1807
37	4009
37	4665
37	7838
37	8802
37	10223
37	14819
37	19150
37	19617
38	4783
38	8999
38	9820
38	19631
38	19654
39	1609
39	2154
39	4591
39	15779
39	18773
40	1575
40	3245
40	3502
40	3692
40	8785
40	10168
40	11245
40	12088
40	12113
40	14084
40	14101
40	15618
40	19280
41	1041
41	3245
41	7699
41	12585
41	13545
41	14539
42	6432
42	9536
42	12377
43	1610
43	6631
43	7838
43	15513
43	17115
43	17297
44	6370
44	11828
44	15051
44	16229
44	16863
44	17738
45	96
45	192
45	276
45	348
45	389
45	434
45	507
45	536
45	651
45	748
45	948
45	951
45	961
45	1084
45	1285
45	1347
45	1371
45	1571
45	1578
45	1609
45	1788
45	1998
45	2066
45	2067
45	2316
45	2392
45	2436
45	2528
45	2823
45	3003
45	3136
45	3219
45	3245
45	3320
45	3366
45	3377
45	3472
45	3515
45	3525
45	3685
45	3698
45	3807
45	3859
45	3989
45	4082
45	4150
45	4218
45	4238
45	4240
45	4316
45	4438
45	4481
45	4491
45	4507
45	4607
45	4698
45	4891
45	4992
45	5038
45	5192
45	5321
45	5376
45	5429
45	5551
45	5564
45	5570
45	5667
45	5758
45	5759
45	5819
45	5830
45	5931
45	5970
45	5991
45	5998
45	6007
45	6128
45	6304
45	6315
45	6724
45	6850
45	7139
45	7350
45	7359
45	7422
45	7488
45	7502
45	7510
45	7529
45	7695
45	7763
45	7828
45	7936
45	8020
45	8036
45	8205
45	8273
45	8380
45	8572
45	8580
45	8648
45	8670
45	8797
45	9109
45	9172
45	9204
45	9225
45	9342
45	9597
45	9612
45	9697
45	9758
45	9792
45	9863
45	9921
45	9931
45	9986
45	10004
45	10059
45	10154
45	10184
45	10232
45	10440
45	10511
45	10622
45	10740
45	10762
45	10883
45	11020
45	11059
45	11231
45	11232
45	11492
45	11503
45	11896
45	11940
45	11994
45	12202
45	12355
45	12362
45	12478
45	12919
45	13254
45	13330
45	13476
45	13564
45	13602
45	13762
45	13786
45	13848
45	13932
45	13936
45	13960
45	14002
45	14114
45	14139
45	14154
45	14276
45	14391
45	14528
45	14580
45	14591
45	14592
45	14642
45	14750
45	14776
45	14913
45	15062
45	15185
45	15260
45	15341
45	15498
45	15631
45	15732
45	15997
45	16014
45	16095
45	16105
45	16109
45	16111
45	16206
45	16358
45	16419
45	16515
45	16581
45	16644
45	16814
45	16843
45	16944
45	16953
45	17037
45	17161
45	17261
45	17366
45	17368
45	17445
45	17462
45	17471
45	17505
45	17659
45	17872
45	17958
45	18000
45	18031
45	18068
45	18078
45	18195
45	18207
45	18219
45	18220
45	18369
45	18434
45	18512
45	18524
45	18538
45	18587
45	19088
45	19115
45	19149
45	19270
45	19552
45	19593
45	19718
45	19795
45	19959
46	3245
46	11144
46	13093
46	15321
46	16444
46	18587
47	3245
47	8728
47	11668
47	13253
47	18587
49	454
49	2038
49	2359
49	9861
49	13530
49	17568
50	5464
50	7488
50	12953
50	18369
50	19088
50	19593
51	1202
51	1323
51	2146
51	6084
51	7060
51	7289
51	7350
51	9627
51	13208
51	14250
51	15361
51	16095
51	17116
51	18091
51	18750
51	19242
51	19309
51	19327
52	507
52	2320
52	3245
52	5745
52	8478
52	10123
52	11893
52	13644
52	13651
52	19878
53	507
53	1072
53	1190
53	1909
53	2123
53	2994
53	3012
53	3245
53	3300
53	3627
53	4391
53	4486
53	6026
53	6305
53	7170
53	7350
53	8186
53	8701
53	8728
53	9217
53	9612
53	10329
53	10705
53	10985
53	11517
53	11668
53	11714
53	12962
53	13565
53	15109
53	15287
53	15852
53	17138
53	18061
53	18502
53	18587
53	18810
53	19769
53	19902
54	6591
54	8716
54	10471
54	16770
54	19472
55	538
55	4038
55	13118
55	18151
56	3245
56	8017
56	11152
56	15418
56	16930
56	17494
57	5347
57	10070
57	12324
57	18782
57	19166
58	4218
58	14649
58	16981
59	10611
60	179
60	1609
60	4528
60	4569
60	6673
60	9995
60	12885
60	14740
60	16528
60	19320
61	7184
61	7747
61	19137
62	731
62	7350
62	8231
62	9487
62	9852
62	13178
62	13954
62	15112
62	16095
62	16759
63	2835
63	4218
64	7739
64	14020
65	1017
65	4112
65	4961
65	7039
65	7863
65	14234
65	14277
65	14892
65	17921
65	19651
65	19705
66	1539
66	5450
66	12885
66	16528
67	980
67	11530
67	13602
67	14713
68	2038
68	3145
68	3675
68	8317
68	9140
68	11031
68	11658
68	12167
68	13649
68	14675
68	17035
70	4218
70	7040
70	8398
70	9697
70	11416
70	13542
70	15423
70	16645
71	201
71	916
71	3577
71	3696
71	8611
71	13786
71	15733
71	18478
72	5700
72	10805
72	13053
72	14653
72	14730
72	16000
74	5436
74	7350
74	7466
74	9684
74	11457
74	12760
75	1855
75	4372
75	7838
75	10610
75	14039
75	15085
75	15561
75	15864
76	7470
76	9800
76	13965
76	14690
76	18403
77	1609
77	2771
77	3245
77	8956
77	9014
77	12885
77	14740
77	15095
77	16555
77	19967
78	12679
78	18725
78	19581
79	2021
79	7256
79	7350
79	7814
79	8165
79	10794
79	14979
79	16506
80	141
80	1594
80	1867
80	2004
80	3245
80	6655
80	6909
80	7350
80	7695
80	8094
80	8337
80	8613
80	8759
80	9291
80	9580
80	10580
80	10731
80	11255
80	11865
80	12273
80	12284
80	13330
80	14515
80	15089
80	15742
80	16095
80	16392
80	16801
80	17869
