173	3	11.471527	0.326376
174	1	13.026486	0.639211
175	6	10.295953	1.441553
176	4	10.998749	3.073544
178	48	6.341628	2.107983
180	1	13.026486	1.224006
181	6	10.295953	1.414444
182	2	12.091836	0.244771
183	2	12.091836	0.625602
186	2	12.091836	3.127995
188	4	10.998749	0.231152
189	3	11.471527	-3.100746
191	2	12.091836	-3.141550
193	6	10.295953	1.332794
194	7	10.019653	2.393575
195	3	11.471527	-1.604773
196	2	12.091836	-1.591201
198	2	12.091836	-2.692792
199	2	12.091836	2.611170
201	8	9.776931	2.135217
202	4	10.998749	-1.156046
203	2	12.091836	0.136046
204	3	11.471527	0.734413
205	2	12.091836	1.795150
208	4	10.998749	-1.128823
209	1	13.026486	0.081591
210	1	13.026486	0.952011
211	2	12.091836	-1.006385
212	1	13.026486	-2.801594
213	19	8.148731	0.666423
214	5	10.616639	2.788038
215	2	12.091836	-0.122438
217	5	10.616639	2.271241
219	2	12.091836	2.733571
220	4	10.998749	-0.448849
221	4	10.998749	0.829584
222	1	13.026486	0.054417
226	4	10.998749	2.148772
227	3	11.471527	-2.529552
228	3	11.471527	-1.985559
232	2	12.091836	-2.148825
233	2	12.091836	-1.060797
234	6	10.295953	-0.013627
235	1	13.026486	-1.482411
236	3	11.471527	-0.217640
238	1	13.026486	-2.815194
239	7	10.019653	2.733590
240	4	10.998749	-0.435221
242	5	10.616639	-0.666363
243	28	7.397763	-1.047168
245	7	10.019653	0.476010
246	5	10.616639	-0.884044
247	2	12.091836	-2.502408
248	4	10.998749	0.748021
249	5	10.616639	-1.863165
250	4	10.998749	-0.136018
251	2	12.091836	-1.455197
252	5	10.616639	-1.740796
253	4	10.998749	0.217625
254	1	13.026486	-2.298429
255	2	12.091836	-2.311971
256	5	10.616639	-2.135195
257	5	10.616639	3.019192
258	23	7.779873	1.291956
260	2	12.091836	-1.795163
261	2	12.091836	0.652787
262	2	12.091836	-1.346435
263	1	13.026486	-2.978400
264	8	9.776931	2.108004
265	3	11.471527	0.299192
266	10	9.365227	-0.068046
267	1	13.026486	-2.760831
268	11	9.187332	-2.978379
270	11	9.187332	0.435195
271	2	12.091836	-0.040760
272	2	12.091836	-0.299227
273	19	8.148731	1.495972
276	1	13.026486	-1.047160
277	4	10.998749	-1.087987
278	4	10.998749	0.353624
279	1	13.026486	-0.788813
281	1	13.026486	2.815194
282	4	10.998749	0.652794
283	3	11.471527	-2.475174
285	3	11.471527	1.495956
286	8	9.776931	-1.931181
287	1	13.026486	0.108778
289	1	13.026486	2.869640
290	1	13.026486	0.176786
291	1	13.026486	0.027156
292	3	11.471527	-2.869576
294	6	10.295953	-1.346403
295	2	12.091836	-1.931197
296	4	10.998749	1.183201
297	7	10.019653	-3.087212
298	2	12.091836	2.339171
300	2	12.091836	-0.639181
301	4	10.998749	-0.965554
302	3	11.471527	-2.611218
304	16	8.478242	-0.149611
305	3	11.471527	-0.244762
306	1	13.026486	-0.680024
308	3	11.471527	2.434349
309	3	11.471527	1.972038
310	2	12.091836	2.896779
311	2	12.091836	-0.693585
313	3	11.471527	2.842351
314	4	10.998749	2.461593
315	1	13.026486	-2.516011
316	7	10.019653	-0.503245
317	5	10.616639	-0.340047
318	16	8.478242	2.570435
319	3	11.471527	-0.489603
320	3	11.471527	-2.094435
321	2	12.091836	0.122445
322	12	9.023976	0.775180
324	4	10.998749	0.326434
325	1	13.026486	-1.835988
326	5	10.616639	0.992831
327	4	10.998749	2.842380
328	4	10.998749	0.816041
329	5	10.616639	-2.964746
330	3	11.471527	-2.040032
331	12	9.023976	-1.292014
333	1	13.026486	0.598372
334	6	10.295953	-2.189590
335	2	12.091836	0.666418
336	1	13.026486	2.978420
337	3	11.471527	-1.563994
338	4	10.998749	-2.380038
340	1	13.026486	0.802411
341	11	9.187332	-2.923972
343	4	10.998749	-1.482374
344	2	12.091836	-2.271185
345	3	11.471527	-1.414384
346	3	11.471527	0.992779
347	5	10.616639	-1.849616
348	2	12.091836	-0.013579
349	2	12.091836	-0.095173
350	9	9.560504	-1.428022
351	2	12.091836	-2.597598
352	2	12.091836	-3.127955
353	2	12.091836	0.394371
354	5	10.616639	-0.911228
355	2	12.091836	-2.733623
356	6	10.295953	-1.224038
358	5	10.616639	-0.503170
359	27	7.468567	-0.965593
360	1	13.026486	-2.788040
361	7	10.019653	-2.855961
362	3	11.471527	1.985604
363	1	13.026486	-0.611996
364	5	10.616639	-1.264831
365	1	13.026486	1.591200
366	2	12.091836	2.720013
367	12	9.023976	1.659151
368	1	13.026486	-1.468785
369	2	12.091836	2.067211
370	5	10.616639	-2.815146
371	6	10.295953	1.495986
372	8	9.776931	-0.911182
373	2	12.091836	3.005583
374	12	9.023976	-0.217586
375	6	10.295953	2.080831
376	1	13.026486	0.013562
377	7	10.019653	-0.639238
378	4	10.998749	1.224027
379	4	10.998749	2.801643
381	2	12.091836	-1.400835
382	6	10.295953	0.543981
383	1	13.026486	1.849575
385	2	12.091836	-1.523231
386	1	13.026486	-1.196771
387	7	10.019653	-0.231182
388	8	9.776931	2.692810
389	2	12.091836	-2.271199
390	1	13.026486	-2.774438
391	5	10.616639	2.284812
392	12	9.023976	1.359989
393	6	10.295953	1.101583
394	17	8.362267	-1.142371
395	5	10.616639	-2.910345
396	1	13.026486	2.760807
397	4	10.998749	0.883985
398	1	13.026486	2.502354
399	4	10.998749	-2.855976
400	3	11.471527	0.992808
401	5	10.616639	0.299227
402	3	11.471527	1.237558
405	2	12.091836	-1.550355
406	1	13.026486	1.047245
407	3	11.471527	2.257633
408	7	10.019653	-0.897549
409	4	10.998749	-0.625617
410	1	13.026486	-2.203238
411	3	11.471527	-1.632021
412	3	11.471527	1.074386
413	3	11.471527	1.836023
414	1	13.026486	-1.509586
415	2	12.091836	1.863173
416	2	12.091836	3.073618
417	12	9.023976	1.849641
418	3	11.471527	-0.666352
419	24	7.697387	-2.067200
420	8	9.776931	1.495985
421	1	13.026486	0.788770
422	5	10.616639	-2.910395
423	2	12.091836	-1.305628
424	2	12.091836	1.686444
425	15	8.601357	2.638360
426	6	10.295953	2.556757
427	1	13.026486	0.571189
428	7	10.019653	-1.713609
429	5	10.616639	1.958431
430	4	10.998749	-0.516843
431	1	13.026486	-2.665578
432	5	10.616639	-1.414368
433	4	10.998749	0.612026
434	8	9.776931	-1.319167
435	1	13.026486	2.856010
436	3	11.471527	1.931182
437	16	8.478242	-2.924023
438	5	10.616639	-1.196767
439	9	9.560504	2.461611
440	5	10.616639	1.305638
441	2	12.091836	2.706431
442	13	8.872961	-1.808799
443	7	10.019653	2.107975
444	3	11.471527	0.761551
445	5	10.616639	-2.176041
446	3	11.471527	1.087978
447	1	13.026486	1.713560
448	2	12.091836	-2.570371
449	2	12.091836	0.421640
452	3	11.471527	2.488792
453	2	12.091836	-1.577584
454	4	10.998749	-3.087205
455	3	11.471527	1.835990
456	18	8.252651	-0.884010
457	4	10.998749	2.651988
458	1	13.026486	-2.216841
459	4	10.998749	3.019197
460	3	11.471527	2.842384
461	2	12.091836	3.100757
462	7	10.019653	-1.128800
463	5	10.616639	-1.713564
464	3	11.471527	0.272042
465	22	7.865908	1.115232
466	2	12.091836	-0.516830
467	1	13.026486	-0.489573
468	8	9.776931	2.774355
469	2	12.091836	2.665597
470	4	10.998749	-1.509598
471	2	12.091836	1.944817
472	15	8.601357	-0.149591
473	3	11.471527	2.135245
474	2	12.091836	-2.679201
475	3	11.471527	2.461598
476	2	12.091836	-3.005612
477	2	12.091836	-3.032824
478	2	12.091836	-3.087144
480	7	10.019653	-2.012750
481	3	11.471527	2.556761
482	19	8.148731	2.883162
483	4	10.998749	-1.088003
485	3	11.471527	1.645633
486	2	12.091836	-2.747194
487	5	10.616639	-1.876806
489	3	11.471527	-2.951235
490	3	11.471527	2.611165
491	1	13.026486	-0.870444
492	3	11.471527	3.059998
494	6	10.295953	-1.740747
495	2	12.091836	-2.556778
496	14	8.732552	-2.026387
498	8	9.776931	-2.325545
499	2	12.091836	0.027165
