1	1	13.026486	2.284801
3	3	11.471527	2.244040
4	2	12.091836	1.047212
5	7	10.019653	-2.923949
6	3	11.471527	2.801564
7	1	13.026486	1.115224
8	2	12.091836	0.136002
9	6	10.295953	-0.734402
10	2	12.091836	0.407954
11	4	10.998749	-1.645639
12	2	12.091836	-0.108779
13	11	9.187332	-2.420781
14	2	12.091836	1.808833
15	3	11.471527	-0.353566
16	2	12.091836	2.883187
18	12	9.023976	1.414434
19	2	12.091836	-2.719979
20	2	12.091836	1.903955
21	16	8.478242	-2.679205
22	2	12.091836	2.026384
24	1	13.026486	-0.000047
26	2	12.091836	-2.067215
27	3	11.471527	1.264838
29	1	13.026486	2.515964
30	2	12.091836	2.529592
31	3	11.471527	-2.012806
32	4	10.998749	0.544046
33	4	10.998749	-0.856826
34	73	5.513676	0.176760
35	2	12.091836	-1.264835
36	3	11.471527	2.951148
37	2	12.091836	-3.019241
39	2	12.091836	-2.067194
40	11	9.187332	0.952032
41	4	10.998749	0.462363
42	7	10.019653	-0.503234
43	2	12.091836	0.843230
44	1	13.026486	0.680031
46	3	11.471527	-2.257602
47	3	11.471527	1.196805
49	3	11.471527	2.556748
50	3	11.471527	-1.332778
51	5	10.616639	1.006422
52	1	13.026486	1.060819
53	5	10.616639	2.964784
54	1	13.026486	2.991962
55	1	13.026486	3.114361
56	1	13.026486	1.142352
57	3	11.471527	-2.475158
58	5	10.616639	-1.713587
59	7	10.019653	-0.802362
60	12	9.023976	0.285569
61	8	9.776931	0.734427
62	8	9.776931	-2.448001
63	3	11.471527	-2.774386
65	3	11.471527	3.046382
66	1	13.026486	0.149630
67	4	10.998749	1.618376
68	2	12.091836	1.699954
69	2	12.091836	0.081646
70	8	9.776931	-0.326371
71	1	13.026486	-3.046398
72	3	11.471527	1.088018
73	2	12.091836	0.544019
74	2	12.091836	0.829603
75	3	11.471527	0.870423
77	6	10.295953	-1.876825
78	2	12.091836	-2.529587
79	8	9.776931	-2.760816
80	3	11.471527	-0.843224
81	7	10.019653	2.012841
82	5	10.616639	-1.441556
83	6	10.295953	3.087234
84	3	11.471527	3.019190
85	2	12.091836	-1.808827
87	3	11.471527	-2.420781
88	4	10.998749	-0.720834
89	2	12.091836	-2.652017
90	2	12.091836	-0.068019
92	2	12.091836	2.352816
93	1	13.026486	1.659183
94	2	12.091836	-2.339223
95	5	10.616639	0.516793
96	3	11.471527	-2.107975
97	3	11.471527	-2.706390
98	2	12.091836	-2.176039
99	5	10.616639	2.434368
100	11	9.187332	-0.176779
101	2	12.091836	0.095169
102	1	13.026486	0.938408
103	3	11.471527	-1.577613
104	4	10.998749	2.597574
105	21	7.955811	-1.876796
107	4	10.998749	-1.972042
108	6	10.295953	1.414405
109	5	10.616639	-1.727221
110	4	10.998749	2.339223
111	3	11.471527	1.903976
112	7	10.019653	-1.904009
113	3	11.471527	-3.100808
114	2	12.091836	1.917555
115	8	9.776931	2.461620
116	4	10.998749	2.176034
117	8	9.776931	-2.570392
118	4	10.998749	2.937618
120	3	11.471527	1.196789
121	7	10.019653	1.332809
122	1	13.026486	-1.536769
123	3	11.471527	1.985614
124	1	13.026486	-0.095174
126	3	11.471527	-1.631989
127	7	10.019653	-0.163247
130	2	12.091836	-2.379960
131	3	11.471527	1.468794
132	6	10.295953	-1.033576
133	4	10.998749	0.448771
134	2	12.091836	-0.816037
135	2	12.091836	3.073623
137	5	10.616639	2.175992
138	28	7.397763	-2.855958
139	2	12.091836	0.489594
140	3	11.471527	-2.407206
141	1	13.026486	-3.114424
142	2	12.091836	0.122375
143	13	8.872961	0.884014
144	4	10.998749	-3.127982
145	5	10.616639	-0.802418
146	1	13.026486	0.897571
147	20	8.049946	0.271974
148	5	10.616639	0.054437
149	8	9.776931	-0.258389
150	20	8.049946	1.278364
151	2	12.091836	1.876824
152	1	13.026486	-2.135209
153	3	11.471527	-1.631974
154	1	13.026486	1.128803
155	1	13.026486	1.631979
156	3	11.471527	-1.604771
157	1	13.026486	-2.352771
158	3	11.471527	0.883990
160	2	12.091836	0.353648
161	3	11.471527	-2.583979
162	2	12.091836	-1.822421
163	4	10.998749	0.204049
164	3	11.471527	-0.435240
165	13	8.872961	-0.203985
166	1	13.026486	2.679144
167	1	13.026486	-2.325592
168	2	12.091836	-2.434348
169	4	10.998749	2.094442
170	4	10.998749	-0.340008
172	1	13.026486	-3.060020
